Location
Albert Park College
Alexandra Secondary College
Alkira Secondary College
Apollo Bay P-12 College
Ashwood High School
Auburn High School
Bacchus Marsh College
Baimbridge College
Bairnsdale Secondary College
Balwyn High School
Bannockburn P-12 College
Bass Coast College
Bayswater Secondary College
Beaufort Secondary College
Beaumaris Secondary College
Beechworth Secondary College
Gisborne Secondary College
Gladstone Park Secondary College
Glen Waverley Secondary College
Gleneagles Secondary College
Glenroy Secondary College
Greensborough Secondary College
Grovedale College
Hallam Secondary College
Hampton Park Secondary College
Hazel Glen College
Healesville High School
Heathmont College
Highvale Secondary College
Homestead Senior Secondary College
Hopetoun P-12 College
Hoppers Crossing Secondary College
Horsham College
John Monash Science School
Kambrya College
Kerang Technical High School
Kew High School
Koo Wee Rup Secondary College
Koonung Secondary College
Korumburra Secondary College
Kurunjang Secondary College
Kyneton High School
Lakes Entrance Secondary College
Lakeview Senior College
Lalor North Secondary College
Lalor Secondary College
Lara Secondary College
Laverton P-12 College
Leongatha Secondary College
Lilydale Heights College
Lilydale High School
Lorne P-12 College
Lowanna College
Lyndale Secondary College
Lyndhurst Secondary College
Macleod College
Maffra Secondary College
Mallacoota P-12 College
Manor Lakes P-12 College
Mansfield Secondary College
Maribyrnong Secondary College
Maryborough Education Centre
Matthew Flinders Girls Secondary College
McClelland Secondary College
McKinnon Secondary College
Melba Secondary College
Melbourne Girls College
Melbourne High School
Melton Secondary College
Mentone Girls Secondary College
Mernda Central P-12 College
Mildura Senior College
Mill Park Secondary College
Mirboo North Secondary College
Monbulk College
Monterey Secondary College
Montmorency Secondary College
Mooroolbark College
Mordialloc College
Mornington Secondary College
Mount Alexander 7-12 College
Mount Beauty Secondary College
Mount Clear College
Mount Eliza Secondary College
Mount Ridley P-12 College
Mount Rowan Secondary College
Mount Waverley Secondary College
Myrtleford P-12 College
Neerim District Secondary College
Newcomb Secondary College
Nhill College
Noble Park Secondary College
Northcote High School
Northern Bay P-12 College
Norwood Secondary College
Nossal High School
Numurkah Secondary College
Oberon High School
Officer Secondary College
Orbost Secondary College
Pakenham Secondary College
Parkdale Secondary College
Pascoe Vale Girls Secondary College
Patterson River Secondary College
Phoenix P-12 Community College
Point Cook Senior Secondary College
Portland Secondary College
Princes Hill Secondary College
Rainbow P-12 College
Red Cliffs Secondary College
Reservoir High School
Richmond High School
Ringwood Secondary College
Robinvale College
Rochester Secondary College
Rosebud Secondary College
Rosehill Secondary College
Rowville Secondary College
Roxburgh College
Rushworth P-12 College
Rutherglen High School
Sale College
Sandringham College
Scoresby Secondary College
Seymour College
Somerville Secondary College
South Oakleigh Secondary College
Springside West Secondary College
St Albans Secondary College
St Helena Secondary College
Staughton College
Stawell Secondary College
Strathmore Secondary College
Sunbury College
Sunbury Downs Secondary College
Sunshine College
Surf Coast Secondary College
Suzanne Cory High School
Swan Hill College
Swinburne Senior Secondary College
Tallangatta Secondary College
Tarneit Senior College
Taylors Lakes Secondary College
Templestowe College
The Grange P-12 College
The Lakes South Morang College
Thomastown Secondary College
Thornbury High School
Timboon P-12 School
Trafalgar High School
Traralgon College
Tyrrell College
University High School
Upper Yarra Secondary College
Upwey High School
Vermont Secondary College
Viewbank College
Virtual School Victoria
Wallan Secondary College
Wangaratta High School
Warragul Regional College
Warrandyte High School
Wedderburn College
Wellington Secondary College
Werribee Secondary College
Westall Secondary College
Western Port Secondary College
Wheelers Hill Secondary College
Whittlesea Secondary College
William Ruthven Secondary College
Williamstown High School
Wodonga Senior Secondary College
Woodmans Hill Secondary College
Wycheproof P-12 College
Wyndham Central Secondary College
Yarram Secondary College
Yarrawonga College P-12
Yea High School
